Parent ID number,ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
PN LP-BUT InfoCom JOU 2022-C1-L1,PN LP-BUT InfoCom JOU 2022-C1-L1-P3,Situer le fonctionnement d'une organisation dans son environnement institutionnel,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C1-L2,PN LP-BUT InfoCom JOU 2022-C1-L2-P1,Mobiliser les ressources de différentes disciplines pour l’élaboration d’un produit ou d’un service,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C1-L2,PN LP-BUT InfoCom JOU 2022-C1-L2-P2,Mobiliser les tendances de la culture numérique dans l’élaboration d'une action ou d’une production,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C1-L2,PN LP-BUT InfoCom JOU 2022-C1-L2-P3,Adapter ses propositions et actions à l'environnement socio-économique d'une organisation,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C1-L3,PN LP-BUT InfoCom JOU 2022-C1-L3-P1,Mobiliser les concepts et méthodes des sciences de l’information et de la communication,"<p>Mobiliser les concepts et m&eacute;thodes des sciences de l&rsquo;information et de la communication, des sciences humaines et sociales, des sciences juridiques, &eacute;conomiques et de gestion&nbsp;qui justifient ses choix ou ses actions</p>",,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C1-L3,PN LP-BUT InfoCom JOU 2022-C1-L3-P2,Intégrer les dimensions internationales et interculturelles dans l'élaboration des actions,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C1-L3,PN LP-BUT InfoCom JOU 2022-C1-L3-P3,Satisfaire aux exigences environnementales et éthiques dans l'élaboration des actions,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C2-L1,PN LP-BUT InfoCom JOU 2022-C2-L1-P1,Réaliser une veille informationnelle en vue de préparer un dispositif d’information-communication,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C2-L1,PN LP-BUT InfoCom JOU 2022-C2-L1-P2,"Utiliser différents modes et techniques d’expression et de communication dans une approche générale ",<p>Utiliser diff&eacute;rents modes et techniques d&rsquo;expression et de communication dans une approche g&eacute;n&eacute;rale et/ou de pr&eacute;paration &agrave; l&rsquo;insertion professionnelle</p>,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C2-L1,PN LP-BUT InfoCom JOU 2022-C2-L1-P3,Maîtriser les fonctionnalités et les logiques de base des différents outils et dispositifs de com,<p>Ma&icirc;triser les fonctionnalit&eacute;s et les logiques de base des diff&eacute;rents outils et dispositifs de communication</p>,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C2-L1,PN LP-BUT InfoCom JOU 2022-C2-L1-P4,Appréhender le rôle essentiel des technologies numériques dans les médiations sociales & culturelles,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C2-L2,PN LP-BUT InfoCom JOU 2022-C2-L2-P1,Utiliser différents modes et techniques d’expression et de communication en réponse à une commande,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C2-L2,PN LP-BUT InfoCom JOU 2022-C2-L2-P2,Produire des documents au service d’un projet en sélectionnant les outils et dispositifs de com,<p>Produire des documents au service d&rsquo;un projet en s&eacute;lectionnant les outils et dispositifs de communication professionnels</p>,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C2-L2,PN LP-BUT InfoCom JOU 2022-C2-L2-P3,S’approprier les théories de l’info-com pour évaluer sa pratique et l’adapter à l'évolution des cont,,,,,,,,,,,
